FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION
37635,788675,D,11/08/2018 00:00:00,,,Unknown
37636,788675,D,11/08/2018 00:00:00,,,Unknown
37637,788675,D,11/08/2018 00:00:00,,,Unknown
37227,784798,I,11/12/2018 00:00:00,62,F,Vehicle/Towed Trailer
37638,788675,D,11/08/2018 00:00:00,,,Unknown
35566,744182,I,05/08/2018 00:00:00,36,F,Vehicle/Towed Trailer
35567,744182,I,05/08/2018 00:00:00,5,F,Vehicle/Towed Trailer
37639,788675,D,11/08/2018 00:00:00,,,Unknown
37640,788675,D,11/08/2018 00:00:00,,,Unknown
35342,746894,I,05/16/2018 00:00:00,1,F,Vehicle/Towed Trailer
35448,747018,D,05/15/2018 00:00:00,0,F,Vehicle/Towed Trailer
35375,748170,I,05/21/2018 00:00:00,,M,Outside/Open Areas
35423,750890,D,05/30/2018 00:00:00,52,F,In Water
35424,751595,D,05/18/2018 00:00:00,59,M,In Water
35429,751955,D,05/19/2018 00:00:00,5,M,In Water
35430,751966,D,05/25/2018 00:00:00,31,M,In Water
35431,751974,D,05/31/2018 00:00:00,61,M,In Water
35436,751979,D,05/25/2018 00:00:00,28,M,In Water
35562,753726,D,05/16/2018 00:00:00,53,F,Outside/Open Areas
37643,788675,D,11/08/2018 00:00:00,,,Unknown
35477,754418,D,05/13/2018 00:00:00,18,M,In Water
35478,754420,D,05/13/2018 00:00:00,39,M,In Water
35499,754422,D,05/13/2018 00:00:00,34,F,In Water
35483,754749,I,05/01/2018 00:00:00,47,M,Vehicle/Towed Trailer
35491,756269,D,05/10/2018 00:00:00,88,M,Outside/Open Areas
35492,756269,I,05/10/2018 00:00:00,54,M,Outside/Open Areas
35493,756270,I,05/29/2018 00:00:00,61,M,Outside/Open Areas
37644,788675,D,11/08/2018 00:00:00,,,Unknown
35539,757297,D,05/31/2018 00:00:00,,,Vehicle/Towed Trailer
37645,788675,D,11/08/2018 00:00:00,,,Unknown
37646,788675,D,11/08/2018 00:00:00,,,Unknown
35531,758794,I,05/19/2018 00:00:00,57,M,Boating
35532,758796,I,05/25/2018 00:00:00,50,F,Outside/Open Areas
35533,758860,D,05/19/2018 00:00:00,59,F,Permanent Home
35549,759312,I,05/30/2018 00:00:00,68,M,Permanent Home
35550,759312,I,05/30/2018 00:00:00,66,F,Permanent Home
37647,788675,D,11/08/2018 00:00:00,,,Unknown
35560,760172,I,05/28/2018 00:00:00,36,M,Vehicle/Towed Trailer
35561,760172,I,05/28/2018 00:00:00,35,M,Vehicle/Towed Trailer
35569,761126,D,05/27/2018 00:00:00,68,M,Vehicle/Towed Trailer
35574,761444,D,05/26/2018 00:00:00,2,,In Water
35602,763337,D,05/12/2018 00:00:00,,,Boating
37777,790378,I,10/10/2018 00:00:00,48,M,Vehicle/Towed Trailer
37744,790426,I,10/10/2018 00:00:00,82,M,Permanent Home
37279,796756,D,12/01/2018 00:00:00,34,M,Permanent Structure
37656,737543,D,03/25/2018 00:00:00,17,M,In Water
36107,785711,I,09/17/2018 00:00:00,62,M,Unknown
37573,788675,D,11/08/2018 00:00:00,,,Unknown
37584,788675,D,11/08/2018 00:00:00,,,Unknown
37596,788675,D,11/08/2018 00:00:00,,,Unknown
37607,788675,D,11/08/2018 00:00:00,,,Unknown
37619,788675,D,11/08/2018 00:00:00,,,Unknown
37631,788675,D,11/08/2018 00:00:00,,,Unknown
37642,788675,D,11/08/2018 00:00:00,,,Unknown
37576,788675,D,11/08/2018 00:00:00,,,Unknown
37609,788675,D,11/08/2018 00:00:00,,,Unknown
37641,788675,D,11/08/2018 00:00:00,,,Unknown
35913,740496,D,03/22/2018 00:00:00,72,F,Vehicle/Towed Trailer
35914,740496,D,03/22/2018 00:00:00,67,M,Vehicle/Towed Trailer
35992,745602,D,05/05/2018 00:00:00,45,F,In Water
36049,756478,D,05/15/2018 00:00:00,,F,Under Tree
36064,756718,D,05/15/2018 00:00:00,80,F,Under Tree
35559,759999,D,05/27/2018 00:00:00,39,M,Outside/Open Areas
35554,760004,D,05/30/2018 00:00:00,82,M,Vehicle/Towed Trailer
35555,760004,D,05/30/2018 00:00:00,79,F,Vehicle/Towed Trailer
35556,760005,D,05/30/2018 00:00:00,43,F,In Water
35565,760825,D,07/05/2018 00:00:00,23,M,Outside/Open Areas
36061,771183,D,06/15/2018 00:00:00,55,M,Outside/Open Areas
35691,772286,D,07/03/2018 00:00:00,,F,Unknown
35692,772286,D,07/03/2018 00:00:00,,F,Unknown
35693,772286,D,07/03/2018 00:00:00,,F,Unknown
35694,772286,D,07/03/2018 00:00:00,,M,Unknown
35695,772286,D,07/03/2018 00:00:00,,M,Unknown
35696,772286,D,07/03/2018 00:00:00,,M,Unknown
35697,772286,D,07/03/2018 00:00:00,,M,Unknown
35698,772286,D,07/03/2018 00:00:00,,M,Unknown
35699,772288,D,07/03/2018 00:00:00,,M,Unknown
35711,772379,D,07/16/2018 00:00:00,,M,Unknown
35710,772380,D,07/16/2018 00:00:00,,M,Unknown
35707,772381,D,07/16/2018 00:00:00,,M,Unknown
35708,772381,D,07/16/2018 00:00:00,,,Unknown
35709,772381,D,07/16/2018 00:00:00,,,Unknown
35714,772382,D,07/17/2018 00:00:00,,M,Unknown
35715,772382,D,07/17/2018 00:00:00,,M,Unknown
35716,772383,D,07/17/2018 00:00:00,,F,Unknown
35717,772384,D,07/17/2018 00:00:00,,M,Unknown
36051,776801,D,08/15/2018 00:00:00,41,M,Outside/Open Areas
35888,776989,D,07/22/2018 00:00:00,18,M,Outside/Open Areas
35889,776990,D,07/23/2018 00:00:00,19,F,Outside/Open Areas
36063,783373,D,05/15/2018 00:00:00,,M,Under Tree
36065,783446,D,05/15/2018 00:00:00,11,F,Under Tree
36062,783447,D,05/15/2018 00:00:00,41,F,Under Tree
36052,784181,D,06/28/2018 00:00:00,73,F,Under Tree
36053,784196,D,07/06/2018 00:00:00,75,M,Outside/Open Areas
36055,784378,I,02/25/2018 00:00:00,6,M,In Water
34671,727655,D,01/01/2018 00:00:00,27,F,Outside/Open Areas
35653,767467,D,08/20/2018 00:00:00,45,F,Mobile/Trailer Home
35791,769782,D,08/28/2018 00:00:00,11,F,Vehicle/Towed Trailer
35719,772804,D,08/01/2018 00:00:00,14,M,In Water
35794,774545,D,08/14/2018 00:00:00,72,M,Vehicle/Towed Trailer
35795,774545,D,08/14/2018 00:00:00,39,M,Vehicle/Towed Trailer
35911,778966,D,08/18/2018 00:00:00,10,M,In Water
35912,778966,D,08/19/2018 00:00:00,14,M,In Water
35924,779120,I,08/10/2018 00:00:00,43,F,Unknown
35915,779120,D,08/06/2018 00:00:00,35,M,Outside/Open Areas
35918,779120,I,08/09/2018 00:00:00,63,M,Outside/Open Areas
35919,779120,I,08/10/2018 00:00:00,50,M,Outside/Open Areas
35920,779120,I,08/10/2018 00:00:00,58,M,Outside/Open Areas
35921,779120,I,08/10/2018 00:00:00,61,M,Outside/Open Areas
35923,779120,I,08/10/2018 00:00:00,55,M,Outside/Open Areas
35917,779120,D,08/09/2018 00:00:00,68,M,Permanent Home
35922,779120,D,08/10/2018 00:00:00,86,M,Permanent Home
35916,779120,D,08/08/2018 00:00:00,71,F,Vehicle/Towed Trailer
35925,779141,D,08/11/2018 00:00:00,53,F,Outside/Open Areas
35926,779141,I,08/12/2018 00:00:00,55,M,Outside/Open Areas
35929,779141,D,08/14/2018 00:00:00,85,F,Outside/Open Areas
35930,779141,I,08/14/2018 00:00:00,40,F,Outside/Open Areas
35931,779141,I,08/15/2018 00:00:00,48,M,Outside/Open Areas
35927,779141,I,08/13/2018 00:00:00,84,F,Permanent Home
35928,779141,I,08/13/2018 00:00:00,91,M,Permanent Home
35933,779161,I,08/18/2018 00:00:00,66,M,Outside/Open Areas
35935,779161,D,08/20/2018 00:00:00,90,F,Outside/Open Areas
35932,779161,D,08/16/2018 00:00:00,72,M,Permanent Home
35934,779161,D,08/19/2018 00:00:00,65,M,Permanent Home
35964,779162,D,08/01/2018 00:00:00,90,M,Mobile/Trailer Home
35959,779162,D,08/01/2018 00:00:00,36,M,Outside/Open Areas
35960,779162,I,08/01/2018 00:00:00,66,M,Outside/Open Areas
35962,779162,D,08/01/2018 00:00:00,59,M,Outside/Open Areas
35963,779162,I,08/01/2018 00:00:00,40,M,Outside/Open Areas
35965,779162,I,08/01/2018 00:00:00,33,M,Outside/Open Areas
35966,779162,I,08/02/2018 00:00:00,63,M,Outside/Open Areas
35968,779162,I,08/03/2018 00:00:00,55,M,Outside/Open Areas
35954,779162,I,08/01/2018 00:00:00,83,M,Permanent Home
35955,779162,I,08/01/2018 00:00:00,78,M,Permanent Home
35956,779162,I,08/01/2018 00:00:00,83,F,Permanent Home
35957,779162,I,08/01/2018 00:00:00,75,M,Permanent Home
35958,779162,I,08/01/2018 00:00:00,73,F,Permanent Home
35967,779162,D,08/02/2018 00:00:00,74,M,Permanent Home
35969,779162,D,08/04/2018 00:00:00,74,F,Permanent Home
35971,779162,D,08/05/2018 00:00:00,76,M,Permanent Home
35961,779162,D,08/01/2018 00:00:00,61,M,Permanent Structure
35970,779162,I,08/05/2018 00:00:00,58,M,Vehicle/Towed Trailer
35972,779163,D,08/27/2018 00:00:00,79,M,Outside/Open Areas
35973,779163,D,08/29/2018 00:00:00,71,M,Permanent Home
35974,779163,D,08/29/2018 00:00:00,76,M,Permanent Home
36009,779859,I,08/30/2018 00:00:00,39,M,In Water
36010,779859,I,08/30/2018 00:00:00,9,F,In Water
36011,779859,I,08/30/2018 00:00:00,5,F,In Water
36012,779859,I,08/30/2018 00:00:00,3,M,In Water
35981,779874,D,08/24/2018 00:00:00,41,M,In Water
36054,781581,D,08/18/2018 00:00:00,32,M,Outside/Open Areas
36001,781920,D,08/12/2018 00:00:00,46,M,Vehicle/Towed Trailer
36002,781930,D,08/14/2018 00:00:00,77,M,Vehicle/Towed Trailer
36003,782083,D,08/06/2018 00:00:00,69,M,Boating
36029,783385,D,08/18/2018 00:00:00,24,F,In Water
35421,750301,D,06/06/2018 00:00:00,55,M,In Water
35432,751975,D,06/16/2018 00:00:00,67,M,In Water
35433,751976,D,06/17/2018 00:00:00,21,M,In Water
35434,751977,D,06/19/2018 00:00:00,15,M,In Water
35435,751978,D,06/19/2018 00:00:00,60,M,In Water
35461,753109,D,06/17/2018 00:00:00,,M,Unknown
35462,753635,D,06/15/2018 00:00:00,48,M,In Water
35465,753637,D,06/28/2018 00:00:00,48,M,In Water
35470,753814,D,06/24/2018 00:00:00,33,M,Unknown
35482,753974,D,06/27/2018 00:00:00,44,M,Boating
35501,755021,D,06/22/2018 00:00:00,,,Unknown
35685,757760,D,06/04/2018 00:00:00,1,F,Vehicle/Towed Trailer
35527,758147,I,06/23/2018 00:00:00,48,M,In Water
35575,758846,I,06/28/2018 00:00:00,67,M,Vehicle/Towed Trailer
35548,759145,D,06/17/2018 00:00:00,12,M,Permanent Home
35576,762189,D,06/19/2018 00:00:00,56,M,In Water
35580,762629,I,06/04/2018 00:00:00,65,M,Outside/Open Areas
35581,762629,D,06/05/2018 00:00:00,39,M,Outside/Open Areas
35582,762629,D,06/06/2018 00:00:00,84,M,Permanent Home
35583,762629,I,06/08/2018 00:00:00,59,M,Vehicle/Towed Trailer
35589,762630,I,06/13/2018 00:00:00,57,M,Outside/Open Areas
35590,762630,D,06/13/2018 00:00:00,69,F,Outside/Open Areas
35591,762630,D,06/13/2018 00:00:00,66,M,Outside/Open Areas
35592,762630,I,06/14/2018 00:00:00,79,M,Permanent Home
35593,762631,D,06/13/2018 00:00:00,47,M,Vehicle/Towed Trailer
35594,762633,D,06/21/2018 00:00:00,52,M,Permanent Home
35595,762633,D,06/21/2018 00:00:00,59,F,Permanent Home
35596,762647,D,06/26/2018 00:00:00,97,F,Outside/Open Areas
35597,762647,I,06/27/2018 00:00:00,73,F,Outside/Open Areas
35598,762647,I,06/28/2018 00:00:00,71,F,Permanent Home
35599,762647,I,06/30/2018 00:00:00,58,M,Vehicle/Towed Trailer
35619,763373,D,06/29/2018 00:00:00,42,M,Camping
35611,763714,D,06/03/2018 00:00:00,38,M,In Water
35616,764786,D,06/17/2018 00:00:00,55,M,Camping
35621,765635,D,06/17/2018 00:00:00,75,M,Vehicle/Towed Trailer
35627,766281,D,06/03/2018 00:00:00,,M,Unknown
35634,767004,D,06/07/2018 00:00:00,53,M,Vehicle/Towed Trailer
35638,767020,D,06/30/2018 00:00:00,66,M,Vehicle/Towed Trailer
35678,767237,D,06/28/2018 00:00:00,2,M,Vehicle/Towed Trailer
35675,767809,D,06/04/2018 00:00:00,34,M,Outside/Open Areas
35667,767822,D,06/21/2018 00:00:00,31,M,Outside/Open Areas
35677,768040,D,06/08/2018 00:00:00,27,M,Heavy Equipment/Construction
35679,769097,D,06/01/2018 00:00:00,26,M,In Water
35680,769121,D,06/06/2018 00:00:00,50,M,In Water
35681,769121,D,06/06/2018 00:00:00,17,M,In Water
35684,769873,D,06/18/2018 00:00:00,,M,Unknown
35987,780089,D,10/04/2018 00:00:00,34,M,Vehicle/Towed Trailer
35988,780430,D,10/03/2018 00:00:00,2,M,Outside/Open Areas
36020,780605,D,10/08/2018 00:00:00,73,M,In Water
36004,782329,I,10/26/2018 00:00:00,75,F,Boating
36777,784992,D,10/11/2018 00:00:00,62,F,Vehicle/Towed Trailer
36778,784992,D,10/11/2018 00:00:00,36,M,Vehicle/Towed Trailer
36759,788692,D,10/10/2018 00:00:00,22,M,Vehicle/Towed Trailer
36202,789339,D,10/08/2018 00:00:00,35,M,Heavy Equipment/Construction
36464,789465,D,10/07/2018 00:00:00,57,M,In Water
36465,789466,D,10/07/2018 00:00:00,18,M,In Water
36786,789476,D,10/11/2018 00:00:00,45,M,Vehicle/Towed Trailer
36468,789505,D,10/28/2018 00:00:00,51,F,Other
36469,789505,I,10/28/2018 00:00:00,52,M,Other
36815,790227,D,10/10/2018 00:00:00,78,F,Vehicle/Towed Trailer
36788,790530,D,10/16/2018 00:00:00,58,F,Vehicle/Towed Trailer
36762,790600,D,10/07/2018 00:00:00,17,M,In Water
36763,790600,D,10/07/2018 00:00:00,18,M,In Water
36816,790835,D,10/11/2018 00:00:00,53,M,Vehicle/Towed Trailer
36817,790835,D,10/11/2018 00:00:00,60,F,Vehicle/Towed Trailer
36791,790873,D,10/31/2018 00:00:00,,M,In Water
34684,727804,D,01/04/2018 00:00:00,57,M,Outside/Open Areas
35033,734042,D,03/02/2018 00:00:00,57,M,Vehicle/Towed Trailer
35036,734333,D,03/02/2018 00:00:00,41,M,Outside/Open Areas
35247,740753,D,03/12/2018 00:00:00,47,M,Vehicle/Towed Trailer
35329,746559,D,03/02/2018 00:00:00,77,F,Outside/Open Areas
35380,748971,I,03/10/2018 00:00:00,16,M,Vehicle/Towed Trailer
35381,748971,I,03/10/2018 00:00:00,49,M,Vehicle/Towed Trailer
35382,748971,I,03/10/2018 00:00:00,48,F,Vehicle/Towed Trailer
35467,753677,D,04/04/2018 00:00:00,36,M,Permanent Structure
35572,761303,I,04/22/2018 00:00:00,21,M,In Water
35609,763646,D,04/15/2018 00:00:00,45,M,Boating
35610,763646,D,04/15/2018 00:00:00,31,M,Boating
36149,737864,D,01/18/2018 00:00:00,46,M,Other
35635,764991,D,06/30/2018 00:00:00,66,M,Vehicle/Towed Trailer
35899,773052,D,07/04/2018 00:00:00,46,F,Vehicle/Towed Trailer
35900,773285,D,07/14/2018 00:00:00,40,M,Under Tree
35895,777333,D,08/28/2018 00:00:00,,,Unknown
35897,777364,D,08/06/2018 00:00:00,,M,Unknown
35898,777364,D,08/06/2018 00:00:00,,,Unknown
35896,777365,D,08/17/2018 00:00:00,,F,Unknown
35998,781091,D,08/31/2018 00:00:00,34,F,In Water
35999,781091,D,08/31/2018 00:00:00,67,M,Vehicle/Towed Trailer
36022,783080,D,07/06/2018 00:00:00,,,Unknown
36097,786060,D,08/28/2018 00:00:00,35,M,Outside/Open Areas
36147,788039,D,01/18/2018 00:00:00,46,M,Other
34937,730122,I,02/03/2018 00:00:00,27,M,Vehicle/Towed Trailer
34938,730122,I,02/03/2018 00:00:00,56,M,Vehicle/Towed Trailer
34939,730122,I,02/03/2018 00:00:00,77,F,Vehicle/Towed Trailer
34940,730122,I,02/03/2018 00:00:00,34,M,Vehicle/Towed Trailer
34936,730135,I,02/03/2018 00:00:00,54,F,Vehicle/Towed Trailer
34996,731690,I,02/12/2018 00:00:00,53,F,Vehicle/Towed Trailer
35321,733643,D,03/02/2018 00:00:00,25,M,Vehicle/Towed Trailer
36814,788762,I,12/09/2018 00:00:00,,M,Outside/Open Areas
35290,743879,D,02/05/2018 00:00:00,59,M,In Water
35320,744184,D,03/01/2018 00:00:00,11,M,Permanent Structure
35302,744214,D,03/07/2018 00:00:00,,,Outside/Open Areas
36194,789116,I,12/13/2018 00:00:00,,M,Unknown
36200,789327,I,12/11/2018 00:00:00,61,M,Vehicle/Towed Trailer
36765,790714,D,12/25/2018 00:00:00,74,F,Outside/Open Areas
36784,790889,I,12/12/2018 00:00:00,27,M,Outside/Open Areas
36803,791367,D,12/25/2018 00:00:00,,,Outside/Open Areas
36804,791367,D,12/25/2018 00:00:00,,M,Outside/Open Areas
36807,791375,D,12/07/2018 00:00:00,,M,In Water
36808,791378,D,12/13/2018 00:00:00,,F,In Water
37293,791617,D,12/31/2018 00:00:00,63,F,Vehicle/Towed Trailer
36837,792067,I,12/31/2018 00:00:00,12,M,Vehicle/Towed Trailer
37277,792153,I,12/11/2018 00:00:00,49,F,Vehicle/Towed Trailer
36821,792166,D,12/31/2018 00:00:00,,M,Boating
36843,792844,I,12/01/2018 00:00:00,21,M,Vehicle/Towed Trailer
37370,792845,D,12/26/2018 00:00:00,58,F,Camping
36846,793215,I,12/05/2018 00:00:00,31,M,Vehicle/Towed Trailer
37328,793808,D,12/31/2018 00:00:00,19,F,Vehicle/Towed Trailer
37216,794523,I,12/24/2018 00:00:00,61,M,Outside/Open Areas
37267,796017,D,12/07/2018 00:00:00,62,F,Vehicle/Towed Trailer
37268,796017,D,12/07/2018 00:00:00,63,M,Vehicle/Towed Trailer
37289,797280,I,12/29/2018 00:00:00,51,M,Outside/Open Areas
37291,797347,I,12/28/2018 00:00:00,78,F,Vehicle/Towed Trailer
37297,797462,I,12/27/2018 00:00:00,,,Vehicle/Towed Trailer
37318,798159,D,12/22/2018 00:00:00,31,M,Outside/Open Areas
37367,798906,D,12/28/2018 00:00:00,30,F,Camping
37378,800730,D,12/21/2018 00:00:00,22,F,In Water
35240,740316,D,04/07/2018 00:00:00,57,M,Boating
35256,741199,I,04/13/2018 00:00:00,61,M,Vehicle/Towed Trailer
35385,742308,D,04/25/2018 00:00:00,4,M,In Water
35286,743643,I,04/14/2018 00:00:00,30,F,Vehicle/Towed Trailer
35305,744130,D,04/14/2018 00:00:00,2,F,Mobile/Trailer Home
35313,745607,D,04/27/2018 00:00:00,32,M,In Water
35316,745735,D,04/23/2018 00:00:00,89,M,Outside/Open Areas
35317,745735,D,04/23/2018 00:00:00,63,M,Outside/Open Areas
35318,745736,I,04/14/2018 00:00:00,57,M,Outside/Open Areas
35371,747736,D,04/12/2018 00:00:00,56,M,In Water
35410,749533,D,04/12/2018 00:00:00,62,F,Vehicle/Towed Trailer
35412,749535,D,04/12/2018 00:00:00,61,M,Unknown
35413,749643,D,04/07/2018 00:00:00,23,F,Unknown
35422,750491,D,04/02/2018 00:00:00,,M,In Water
35425,751916,D,04/17/2018 00:00:00,,F,Under Tree
35446,751925,D,04/17/2018 00:00:00,,F,Under Tree
35428,751926,D,04/17/2018 00:00:00,,F,Under Tree
35438,752005,D,04/17/2018 00:00:00,,F,Under Tree
35439,752006,D,04/17/2018 00:00:00,,F,Under Tree
35440,752007,D,04/17/2018 00:00:00,,F,Under Tree
35441,752008,D,04/17/2018 00:00:00,,F,Under Tree
35442,752009,D,04/17/2018 00:00:00,,F,Under Tree
35443,752010,D,04/17/2018 00:00:00,,F,Under Tree
35444,752011,D,04/17/2018 00:00:00,,F,Under Tree
35445,752012,D,04/17/2018 00:00:00,,F,Under Tree
35451,752857,I,04/01/2018 00:00:00,84,F,Vehicle/Towed Trailer
35480,752985,I,04/29/2018 00:00:00,81,M,Vehicle/Towed Trailer
35481,752986,I,04/29/2018 00:00:00,81,M,Vehicle/Towed Trailer
35856,745618,I,06/02/2018 00:00:00,32,M,Outside/Open Areas
35528,757873,I,05/10/2018 00:00:00,1,M,Vehicle/Towed Trailer
35472,754019,I,04/15/2018 00:00:00,48,M,Vehicle/Towed Trailer
35473,754086,D,04/05/2018 00:00:00,26,M,In Water
35529,757873,I,05/10/2018 00:00:00,1,F,Vehicle/Towed Trailer
35648,767341,D,06/19/2018 00:00:00,10,M,In Water
35649,767342,D,06/25/2018 00:00:00,31,M,In Water
35790,769801,D,06/29/2018 00:00:00,71,M,Vehicle/Towed Trailer
35781,774125,I,09/06/2018 00:00:00,17,M,In Water
36036,779523,D,09/30/2018 00:00:00,28,M,Outside/Open Areas
36037,783544,D,07/24/2018 00:00:00,,M,Outside/Open Areas
36649,780506,I,10/20/2018 00:00:00,52,M,Boating
36652,789972,I,10/20/2018 00:00:00,52,F,Vehicle/Towed Trailer
36701,790424,D,10/10/2018 00:00:00,87,M,Permanent Home
36702,790424,D,10/10/2018 00:00:00,79,F,Permanent Home
36703,790424,D,10/10/2018 00:00:00,60,F,Permanent Home
36704,790424,D,10/10/2018 00:00:00,65,M,Permanent Home
36705,790424,D,10/10/2018 00:00:00,91,M,Permanent Home
36706,790424,D,10/10/2018 00:00:00,55,M,Permanent Home
36723,789475,I,10/10/2018 00:00:00,28,M,Permanent Home
36724,789475,I,10/10/2018 00:00:00,64,M,Outside/Open Areas
36725,789475,I,10/10/2018 00:00:00,43,M,Outside/Open Areas
36726,789475,I,10/10/2018 00:00:00,61,M,Outside/Open Areas
36727,789475,I,10/10/2018 00:00:00,52,M,Permanent Home
36728,789475,I,10/10/2018 00:00:00,79,F,Permanent Home
36729,789475,I,10/10/2018 00:00:00,81,M,Permanent Home
36730,789475,I,10/10/2018 00:00:00,71,M,Permanent Home
36731,789475,I,10/10/2018 00:00:00,78,M,Permanent Home
36732,789475,I,10/10/2018 00:00:00,68,M,Permanent Home
36733,789475,I,10/10/2018 00:00:00,67,M,Permanent Home
36734,789475,I,10/10/2018 00:00:00,70,M,Permanent Home
36735,789475,I,10/10/2018 00:00:00,64,M,Outside/Open Areas
36736,789475,I,10/10/2018 00:00:00,94,F,Permanent Home
36737,789475,I,10/10/2018 00:00:00,60,M,Outside/Open Areas
36738,789475,I,10/10/2018 00:00:00,64,M,Outside/Open Areas
36739,790425,D,10/10/2018 00:00:00,70,M,Vehicle/Towed Trailer
36740,790374,I,10/10/2018 00:00:00,63,M,Outside/Open Areas
36741,790374,I,10/10/2018 00:00:00,49,M,Outside/Open Areas
36742,790377,I,10/10/2018 00:00:00,82,M,Permanent Home
36743,790379,I,10/10/2018 00:00:00,48,M,Permanent Structure
36744,790380,I,10/10/2018 00:00:00,72,F,Permanent Structure
36745,790381,D,10/10/2018 00:00:00,44,M,Permanent Home
36746,790381,I,10/10/2018 00:00:00,71,M,Permanent Home
36747,790382,I,10/10/2018 00:00:00,78,M,Permanent Home
36748,790382,I,10/10/2018 00:00:00,55,M,Outside/Open Areas
36749,790383,I,10/10/2018 00:00:00,47,F,Permanent Home
36750,790384,D,10/10/2018 00:00:00,67,M,Mobile/Trailer Home
36751,790384,I,10/10/2018 00:00:00,67,M,Permanent Home
36752,790384,I,10/10/2018 00:00:00,91,M,Outside/Open Areas
36753,790384,I,10/10/2018 00:00:00,61,M,Permanent Home
36754,790385,I,10/10/2018 00:00:00,52,M,Outside/Open Areas
36755,790385,I,10/10/2018 00:00:00,62,M,Outside/Open Areas
36756,790385,I,10/10/2018 00:00:00,22,M,Outside/Open Areas
36757,790385,I,10/10/2018 00:00:00,93,M,Permanent Structure
36766,790779,D,10/15/2018 00:00:00,1,F,Vehicle/Towed Trailer
36790,790398,D,10/10/2018 00:00:00,11,F,Permanent Home
36792,771715,D,07/06/2018 00:00:00,67,M,Outside/Open Areas
37266,774393,D,07/10/2018 00:00:00,39,M,Under Tree
37281,797027,D,10/01/2018 00:00:00,63,M,In Water
37284,773906,D,08/28/2018 00:00:00,30,M,In Water
